feature	Anaerospora	RBG.13.54.9.Genus	Meiothermus	Deinococcus	KD4.96.Genus	Caldilineaceae.Genus	Lineage.IIb.Genus	SBR1031.Genus	JG30.KF.CM45.Genus	Candidatus.Obscuribacter	Obscuribacteraceae.Genus	Vampirovibrio	Vampirovibrionaceae.Genus	Frankiales.Genus	Nakamurella	Micromonospora	PeM15.Genus	Longivirga	Gordonia	Nocardia	Nocardiaceae.Genus	Smaragdicoccus	Mycobacterium	Rhodococcus	Nocardioides	Marmoricola	Brevibacterium	Kineosporiaceae.Genus	Leucobacter	Glutamicibacter	Kocuria	IMCC26207	Microtrichales.Genus	Iamia	Acidimicrobiia.Genus	IMCC26256.Genus	Gaiellales.Genus	X67.14.Genus	Conexibacter	Thermoleophilia.Genus	Gaiella	Clostridium.sensu.stricto.12	Clostridium.sensu.stricto.3	Clostridium.sensu.stricto.5	Clostridium.sensu.stricto.18	Clostridium.sensu.stricto.13	Clostridium.sensu.stricto.9	Acidaminobacter	Paraclostridium	Thermoactinomycetaceae.Genus	Peptostreptococcaceae.Genus	Peptostreptococcus	Geothermomicrobium	Lachnoclostridium	Cetobacterium	Brevibacillus	Ligilactobacillus	Lactobacillus	Weissella	Streptococcus	Carnobacterium	Vagococcus	Enterococcus	Staphylococcus	Bacillus	Geobacillus	Planococcaceae.Genus	Lysinibacillus	Exiguobacterium	Holophagaceae.Genus	Kapabacteriales.Genus	Candidatus.Amoebophilus	Barnesiellaceae.Genus	Flavobacterium	Chryseobacterium	Cloacibacterium	NS9.marine.group.Genus	AKYH767.Genus	Sphingobacteriales.Genus	env.OPS.17.Genus	Fluviicola	Chitinophagales.Genus	Dinghuibacter	Chitinophagaceae.Genus	Ferruginibacter	Terrimonas	Aurantisolimonas	Flavihumibacter	Haliscomenobacter	Saprospiraceae.Genus	Bacteroidia.Genus	Cytophagales.Genus	Cytophaga	Microscillaceae.Genus	Hassallia	OLB12	Runella	Fibrobacteraceae.Genus	Vermiphilaceae.Genus	Babeliaceae.Genus	BD7.11.Genus	Verrucomicrobiaceae.Genus	Pedosphaeraceae.Genus	DEV008	Chthoniobacter	Verrucomicrobiae.Genus	Brevifollis	Luteolibacter	Methanosarcina	Methanobacteriaceae.Genus	Opitutaceae.Genus	Saccharimonadales.Genus	TM7a	ZOR0006	Armatimonadota.Genus	Candidatus.Alysiosphaera	A0839.Genus	Hirschia	SWB02	Polymorphobacter	Magnetospirillum	Novosphingobium	Sphingopyxis	Sphingorhabdus	Blastomonas	Rhizobiaceae.Genus	alphaI.cluster	Alsobacter	Mesorhizobium	Mycoplana	Pseudochrobactrum	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Shinella	Hyphomicrobium	Pedomicrobium	Methyloligellaceae.Genus	Bauldia	Devosia	Alphaproteobacteria.Genus	Rhizobiales.Incertae.Sedis.Genus	Nordella	Xanthobacteraceae.Genus	Phreatobacter	Paracoccus	Defluviimonas	Rhodobacteraceae.Genus	Tabrizicola	Gemmobacter	Pseudorhodobacter	Phenylobacterium	Caulobacter	Bosea	Beijerinckiaceae.Genus	Pseudorhodoplanes	Bradyrhizobium	Afipia	Fodinicurvataceae.Genus	Novispirillum	Roseomonas	Rhodovarius	Rhodovastum	Rhodospirillales.Genus	Reyranella	Holosporaceae.Genus	Caedibacter	Oligoflexaceae.Genus	Candidatus.Megaira	Rickettsiaceae.Genus	Bdellovibrio	OM27.clade	X0319.6G20.Genus	Desulfobacterota.Genus	MBNT15.Genus	Sandaracinaceae.Genus	mle1.27.Genus	Haliangium	Anaeromyxobacter	Blfdi19.Genus	Pajaroellobacter	Phaselicystis	Aetherobacter	Polyangia.Genus	NB1.j.Genus	P3OB.42	SAR324.clade.Marine.group.B..Genus	Desulfobulbus	Candidatus.Berkiella	Candidatus.Competibacter	Ahniella	Stenotrophomonas	Luteimonas	Sulfurifustis	Chitinibacter	Chitinilyticum	Sutterellaceae.Genus	Neisseriaceae.Genus	Leeia	Burkholderiales.Genus	AAP99	Azospira	Dechloromonas	Candidatus.Accumulibacter	Dechlorobacter	Zoogloea	Rhizobacter	Inhella	Comamonadaceae.Genus	Curvibacter	Ideonella	Rubrivivax	Aquabacterium	Paucibacter	Nitrosomonas	Crenobacter	Chitinivorax	IS.44	SC.I.84.Genus	Sulfuritalea	A21b.Genus	Nitrosomonadaceae.Genus	Achromobacter	Cellvibrio	Shewanella	Vibrio	Aeromonas	Plesiomonas	Burkholderia.Caballeronia.Paraburkholderia	Citrobacter	Gammaproteobacteria.Genus	Pseudomonadales.Genus	Porticoccus	Pseudomonas	Diplorickettsiaceae.Genus	Coxiella	Aquicella	Candidatus.Ovatusbacter	Legionella	CCM19a.Genus	Ga0077536.Genus	Steroidobacter	Steroidobacteraceae.Genus	X.Agitococcus..lubricus.group	Acinetobacter	OM60.NOR5..clade	Gemmatimonadaceae.Genus	Vicinamibacteraceae.Genus	Subgroup.17.Genus	Chlamydiales.Genus	Neochlamydia	Parachlamydiaceae.Genus	Candidatus.Protochlamydia	Simkania	Simkaniaceae.Genus	Leptospirillum	Bryobacter	Paludibaculum.Genus	Nitrospira	SH3.11	Oikopleura	X11.24.Genus	JGI.0001001.H03	SM1A02	CL500.3	Planctomycetota.Genus	Pirellulaceae.Genus	Pir4.lineage	Planctomycetes.Genus	Pirellula	Rhodopirellula	Blastopirellula	Planctomycetales.Genus	SH.PL14	Schlesneriaceae.Genus	Schlesneria	Gemmataceae.Genus	Gemmata	Fimbriiglobus	Telmatocola	Tundrisphaera	Isosphaeraceae.Genus	OM190.Genus	vadinHA49.Genus
RTF149	0	0	0	0	0	0	0	0	0	11	66	0	0	0	0	0	1921	0	2067	106	20	0	1064	10	0	0	0	0	0	0	0	259	28	47	18	0	13	30	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	16356	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	78	0	0	0	0	0	0	1006	35	0	1437	0	0	0	304	130	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	3	0	2554	0	12	0	0	0	0	0	0	0	0	0	23	49	0	0	0	0	0	0	0	0	0	0	0	0	829	0	0	202	0	6	0	42	1737	0	0	0	0	0	53	0	0	0	0	18	0	43	0	7	0	0	7	0	0	13	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	354	0	181	0	0	0	0	0	0	0	0	24	0	1280	3111	0	0	9	56	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	62	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	145	3	0	164	0	0	0	494	0	0	118	0	4	0	89	0	0	0
RTF150	0	0	0	0	0	0	0	0	6	16	128	0	0	0	0	0	2553	21	3789	176	48	0	1894	23	5	0	0	0	0	5	0	460	54	98	31	0	25	69	0	0	0	0	0	0	0	0	0	0	590	8	0	0	0	0	13889	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	848	0	0	0	0	0	0	1256	141	0	2616	0	0	0	387	185	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	53	8	0	0	0	0	0	0	0	2622	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	17	0	0	0	0	7	0	0	0	0	1206	0	0	364	0	42	0	84	3140	0	0	0	12	11	87	0	0	0	0	16	0	67	0	18	0	0	10	0	0	37	0	9	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	674	0	235	0	0	0	0	0	0	0	0	0	0	629	3479	0	0	20	88	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	41	155	9	0	0	0	0	0	0	0	186	0	0	0	0	0	0	286	9	0	239	0	0	0	682	0	0	195	0	30	0	118	0	0	0
RTF156	0	0	0	0	26	0	0	0	632	19	559	0	71	49	0	0	719	0	2763	1067	518	54	693	949	0	0	0	0	0	15	0	213	55	124	0	10	56	157	9	16	0	0	205	0	0	0	0	0	1266	16	0	0	0	0	6100	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	89	0	0	67	0	0	755	0	0	0	351	235	0	0	0	0	0	2041	0	13	0	0	0	8	0	0	22	0	103	5	0	0	16	17	0	478	0	727	0	109	98	0	0	65	0	0	0	0	0	0	0	50	0	0	0	8	0	14	13	66	54	0	61	2217	6	25	142	0	30	196	44	2849	39	0	0	0	17	157	0	0	0	0	21	95	125	0	172	0	0	29	25	0	44	0	41	44	4	117	0	0	0	0	209	0	0	0	68	0	0	0	0	0	0	0	0	0	0	118	684	0	0	0	0	54	0	29	0	0	21	0	367	0	0	74	0	904	0	167	0	0	35	6	0	7	0	0	0	0	1900	532	0	0	49	16	0	217	0	0	19	0	0	23	0	0	323	0	0	765	36	0	13	65	105	65	12	0	0	0	0	44	126	348	10	0	0	126	513	0	224	143	323	453	28	80	920	1217	0	16	3628	205	278	655	130	4	0	0
RTF158	0	0	0	0	0	0	0	0	156	0	159	0	74	14	0	0	636	5	1874	442	314	41	357	257	0	0	0	0	0	17	0	104	15	51	0	0	24	48	5	0	0	0	34	0	0	0	0	0	559	0	0	0	0	0	16994	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	11	0	0	30	0	0	191	0	0	0	133	59	0	0	0	0	0	889	0	10	0	0	0	5	0	0	7	0	75	7	0	0	0	0	0	86	0	503	0	38	21	0	0	20	0	0	0	0	0	15	0	21	0	0	0	0	0	0	0	7	0	0	0	922	0	0	59	0	0	56	0	1743	0	0	0	0	0	42	0	0	0	0	7	43	38	0	28	0	0	10	0	0	20	0	0	0	0	22	0	0	0	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	195	260	781	0	0	0	0	93	0	14	0	0	0	0	134	0	0	18	0	1207	0	526	0	0	0	0	0	0	0	0	32	0	12717	1448	0	11	18	5	0	628	0	0	0	0	0	0	0	0	81	0	0	124	5	0	0	28	31	10	0	0	0	0	0	0	5	156	10	0	0	30	95	0	52	26	75	137	0	21	214	289	0	0	744	53	53	216	32	0	0	0
RTF160	0	0	0	0	0	0	0	0	170	0	93	0	38	25	0	0	558	14	1013	322	321	15	178	298	6	0	0	0	0	0	0	151	38	100	0	12	24	68	0	0	0	0	9	0	0	0	0	0	83	0	0	0	0	0	14282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	217	0	0	0	74	42	0	0	0	0	0	490	0	6	0	0	0	0	0	0	16	0	25	10	0	0	0	0	0	65	0	745	0	38	15	0	0	17	0	0	0	0	0	9	0	31	0	0	0	0	0	0	0	21	10	0	19	920	0	0	91	0	26	47	31	2128	0	0	0	0	0	40	0	0	0	0	13	27	31	0	12	0	0	15	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	191	472	525	0	0	0	0	14	0	0	0	0	0	0	123	0	0	26	0	734	0	391	0	0	0	0	0	0	0	0	0	0	14212	1550	0	9	33	4	0	477	0	0	0	0	0	0	0	0	96	0	0	99	0	0	0	13	35	0	0	0	0	0	0	15	4	63	0	0	0	0	42	0	52	13	25	211	0	5	205	210	0	0	523	24	43	218	0	0	0	0
RTF176	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	20	0	124	45	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4432	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	21	0	0	0	0	8	0	0	0	0	0	34	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	10	39450	0	0	0	7	0	0	41	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	19	3	0	0	80	6	4	12	0	0	0	0
RTF177	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	9	0	5974	0	0	0	129	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	45	0	0	0	0	83	221	0	25	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	128	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	25	44	0	0	0	0	0	0	78	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	27299	0	0	0	0	0	0	108	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
RTF178	0	0	0	0	13	0	0	0	445	85	394	0	105	41	0	0	177	0	3743	2300	24	8	3876	0	6	0	0	0	0	41	0	25	12	22	0	18	34	76	0	7	0	4	125	0	0	0	0	0	50	0	0	0	0	0	3337	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	347	0	0	0	37	67	0	0	0	0	0	2502	0	5	0	0	0	0	0	0	36	0	125	0	0	0	0	4	0	0	0	0	0	79	9	0	0	0	0	0	0	0	0	27	0	0	0	19	0	0	0	0	0	28	26	0	33	1696	19	27	164	19	0	98	18	1036	0	0	0	0	44	35	0	0	0	0	28	54	46	0	129	0	0	5	5	0	41	0	27	59	2	33	0	0	0	0	10	0	0	0	19	0	0	0	6	7	0	0	0	0	64	27	137	0	0	0	0	37	16	14	0	0	0	0	439	0	0	68	0	287	0	245	0	0	12	0	0	0	0	0	0	0	2346	459	0	47	61	0	0	117	0	0	0	0	10	7	0	2	211	0	0	378	50	0	4	57	33	4	0	0	0	0	0	12	112	49	104	0	0	85	587	0	78	101	105	105	19	64	567	199	0	32	2745	162	249	523	115	0	0	0
RTF179	0	0	0	0	21	0	0	0	645	117	454	0	134	80	0	0	210	0	6208	2081	29	34	4031	0	9	0	0	0	0	39	26	47	25	53	0	19	33	174	0	10	4	0	194	0	0	0	0	0	67	4	0	0	0	0	3297	0	0	0	0	0	0	0	0	16	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	544	0	0	0	50	91	0	0	0	0	0	2774	0	9	0	0	0	6	0	0	47	0	166	0	0	0	0	0	0	23	0	18	0	181	40	0	0	0	0	0	0	0	0	36	14	27	0	30	0	0	0	6	14	47	14	0	51	2651	17	51	203	15	0	138	41	1416	11	0	0	11	68	88	0	0	4	0	15	84	129	0	261	0	0	0	20	0	32	0	36	73	0	30	0	0	0	0	0	0	0	0	42	0	0	0	0	10	0	0	0	0	106	28	65	0	0	0	0	29	12	0	0	0	49	0	613	0	0	119	0	306	0	111	0	0	29	0	0	8	10	0	0	0	3773	330	0	68	101	0	0	108	0	0	0	0	0	22	0	0	359	0	12	482	90	0	0	37	31	0	14	3	0	0	0	0	99	102	138	0	0	125	1190	0	103	141	180	106	34	97	959	338	0	29	3928	260	436	709	146	7	0	0
RTF186	0	0	0	0	10	0	0	0	0	8	59	0	0	0	0	0	4022	21	3749	411	302	62	2820	608	0	0	0	0	0	0	0	532	36	80	0	15	47	60	0	0	0	0	0	0	0	0	0	0	1901	0	0	0	0	0	10873	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	22	0	0	0	0	0	0	301	21	0	2094	0	0	0	284	135	0	0	0	0	0	1258	0	0	0	0	0	0	0	0	0	0	105	5	0	0	0	0	0	4	0	4964	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	267	0	20	0	46	1678	0	0	0	0	18	180	0	0	0	0	10	0	38	0	17	0	0	0	0	0	20	0	0	0	5	0	0	0	0	0	24	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	99	0	17	0	0	0	0	0	0	0	0	0	0	74	325	0	0	20	110	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	85	0	0	0	0	0	0	0	0	225	0	0	0	0	491	0	147	10	0	278	0	0	0	81	0	0	61	0	0	0	42	0	0	0
RTF187	0	0	0	0	17	0	0	0	0	0	103	0	0	0	0	0	5506	42	2396	359	271	16	3196	315	18	0	0	0	0	9	0	874	118	249	0	57	27	80	0	0	0	0	0	0	0	0	0	0	2297	0	0	0	0	0	9742	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	9	0	0	0	0	0	0	489	86	0	2182	0	0	0	648	176	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	5618	0	8	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	11	15	0	0	0	0	566	0	0	233	0	25	0	70	1937	0	0	0	0	0	175	0	0	0	0	23	0	43	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	221	0	20	0	0	0	0	0	0	0	0	0	0	149	489	0	0	16	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	70	0	3	0	0	0	0	0	0	305	0	0	0	0	345	0	130	0	0	301	0	0	0	89	0	0	43	0	0	0	16	0	0	0
RTF188	0	0	0	0	5	0	0	0	0	0	113	0	0	0	0	0	3769	18	2987	230	184	37	2130	334	3	0	0	0	0	0	0	365	31	45	0	0	13	76	0	0	0	0	0	0	0	0	0	0	1357	7	0	0	0	0	7538	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	90	0	1561	0	0	0	263	91	0	0	0	0	0	1121	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	3901	0	9	0	0	0	0	0	0	0	0	0	0	37	0	0	19	0	0	0	10	9	0	0	0	0	483	0	0	208	0	26	0	25	1400	0	0	0	0	14	134	0	0	0	0	0	0	37	0	16	0	0	0	0	0	12	0	0	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	96	0	17	0	0	0	0	0	0	0	0	0	0	56	359	0	0	0	167	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	187	0	0	0	0	381	0	105	9	0	257	0	0	0	101	0	0	63	0	13	0	51	0	0	0
RTF189	0	0	0	0	8	0	0	0	0	0	47	0	0	0	0	0	3080	0	2450	220	119	32	2057	359	0	0	12	0	0	0	0	373	15	74	0	0	16	56	0	0	0	0	0	0	0	0	0	0	2487	8	0	0	0	0	15630	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	56	0	0	0	0	0	0	246	133	0	1379	0	0	0	397	104	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0	0	68	9	0	0	0	0	0	0	0	6427	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	2	0	0	0	0	439	0	0	149	0	9	0	45	1497	0	0	0	6	12	118	0	0	0	0	0	0	8	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	100	0	40	0	0	0	0	0	0	0	0	0	0	74	307	0	0	0	215	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	54	0	0	0	0	0	0	0	0	221	0	0	0	0	286	0	102	17	0	224	0	0	0	124	0	0	13	0	0	0	33	0	0	0
RTF190	0	0	0	0	7	0	0	0	9	76	75	0	0	0	0	0	1346	0	10918	795	363	51	3330	392	5	0	0	0	0	0	17	196	60	32	0	0	23	48	0	0	0	0	0	0	0	0	0	0	813	18	0	0	0	0	8122	3	0	0	0	0	0	0	0	20	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	21	0	994	0	0	0	68	60	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	3470	0	6	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	14	0	15	64	0	0	0	0	467	0	0	135	0	0	0	23	1067	0	0	0	0	41	140	0	0	0	0	0	0	20	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	5	0	0	0	0	0	0	23	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	36	0	14	0	0	0	0	0	0	0	0	0	0	45	429	0	0	12	41	0	0	0	0	0	0	36	0	0	27	0	0	0	0	0	0	0	68	151	0	0	0	0	0	0	0	0	113	0	0	0	0	193	0	101	23	0	93	0	0	0	114	0	0	282	0	33	0	44	0	0	0
RTF206	0	0	0	0	5	0	0	0	2	14	280	0	0	0	0	0	3482	14	5899	204	104	0	2881	95	0	0	6	0	0	15	0	830	34	115	7	13	38	79	0	0	0	0	0	0	0	0	0	0	2242	24	0	0	0	0	39406	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	468	0	0	0	0	0	0	789	26	0	3512	0	0	0	222	104	0	0	0	0	0	3619	0	0	0	0	0	0	0	0	0	0	41	10	0	0	0	0	0	3	0	2903	0	16	0	0	0	0	0	0	0	0	0	0	65	0	0	27	0	0	0	14	42	0	0	0	0	1308	0	16	320	0	43	0	128	3507	0	0	0	0	38	238	0	0	0	0	50	0	56	0	50	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	4024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	500	0	546	0	0	0	0	0	0	0	0	59	0	650	6909	0	0	51	16	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	38	129	13	0	0	0	0	0	0	0	258	0	0	0	0	0	0	111	0	0	251	0	0	0	801	0	0	117	0	31	0	107	0	0	0
RTF207	0	0	0	0	14	0	0	0	20	21	141	0	0	0	0	0	2038	26	3958	215	48	9	4174	42	86	0	30	0	0	22	0	851	53	202	0	13	126	130	0	0	0	0	0	0	0	0	9	0	502	17	0	0	0	0	12283	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	26	0	3792	0	0	0	149	88	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	2	0	2070	0	36	0	0	0	0	0	0	0	0	0	24	52	0	4	33	0	44	0	69	17	0	0	0	0	1380	0	168	279	0	26	0	117	3024	0	0	0	0	62	410	0	0	0	0	139	0	231	0	137	0	0	7	0	0	24	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	304	0	127	0	0	0	0	0	0	0	0	0	0	150	1947	0	0	44	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	220	0	0	0	0	0	0	0	0	377	0	0	0	0	10	0	90	23	0	586	0	0	0	623	0	0	495	0	9	0	89	0	0	0
RTF208	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	2376	0	2570	161	142	0	1951	31	0	0	0	0	0	0	0	647	36	91	0	0	23	56	0	0	0	0	0	0	0	0	0	0	582	13	0	0	0	0	14095	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	114	0	0	0	0	0	0	1196	32	0	3061	0	0	0	232	103	0	0	0	0	0	2463	0	0	0	0	0	0	0	0	0	0	54	3	0	0	0	0	0	0	0	1329	0	12	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	13	0	0	0	0	0	843	0	0	274	0	29	0	127	2024	0	0	0	4	23	175	0	0	0	0	7	0	48	0	30	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	507	0	284	0	0	0	0	0	0	0	0	0	0	114	3102	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	101	0	0	0	0	3	0	95	8	0	234	0	0	0	612	0	0	98	0	0	0	71	0	0	0
RTF209	0	0	0	0	0	0	0	0	32	173	245	0	0	0	0	3	806	0	2105	118	55	15	3429	53	67	0	6	0	0	0	0	771	69	120	0	0	176	62	0	0	0	0	0	0	0	6	0	0	641	25	0	0	0	0	12712	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	227	0	0	0	0	0	0	77	4	0	1876	0	0	0	55	28	0	0	0	0	0	3798	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	0	0	94	50	0	0	104	0	13	0	103	231	0	0	0	0	1078	0	64	322	0	50	0	91	4448	0	0	0	0	239	449	0	0	0	0	79	0	32	0	198	0	0	0	0	0	31	0	0	0	16	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	108	0	197	0	0	0	0	0	0	0	0	0	0	224	2195	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	299	0	0	0	11	0	0	0	0	198	0	0	0	0	0	0	69	6	0	193	0	0	0	833	0	0	631	0	166	0	79	0	0	0
RTF216	0	0	0	0	0	0	0	0	0	57	14	0	0	0	0	0	503	0	1411	374	161	0	5418	0	0	0	0	0	0	0	0	23	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	2	0	0	0	0	8962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	229	28	0	244	0	0	0	220	51	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	41	7	0	0	0	0	0	0	0	2626	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	53	0	0	25	0	0	0	0	0	0	210	0	18	338	0	45	0	34	382	0	0	0	16	8	5	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	121	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	16	0	0	0	0	0	0	0	0	0	0	259	117	0	0	28	66	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	67	21	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	59	0	0	35	0	0	0	37	0	0	35	0	0	0	7	0	0	0
